# Pathway	SRR3745322_Abundance-CPM	SRR3745332_Abundance-CPM	SRR3745334_Abundance-CPM	SRR3745335_Abundance-CPM	SRR3745337_Abundance-CPM	SRR3745339_Abundance-CPM	SRR3745340_Abundance-CPM	SRR3745341_Abundance-CPM	SRR3745343_Abundance-CPM	SRR3745344_Abundance-CPM	SRR3745347_Abundance-CPM	SRR3746048_Abundance-CPM	SRR3747289_Abundance-CPM	SRR3747315_Abundance-CPM	SRR3747324_Abundance-CPM	SRR3747325_Abundance-CPM	SRR3747326_Abundance-CPM	SRR3747327_Abundance-CPM	SRR3747328_Abundance-CPM	SRR3747329_Abundance-CPM	SRR3747330_Abundance-CPM	SRR3747331_Abundance-CPM	SRR3747359_Abundance-CPM	SRR3747360_Abundance-CPM	SRR3747361_Abundance-CPM	SRR3747362_Abundance-CPM	SRR3747363_Abundance-CPM	SRR3747364_Abundance-CPM	SRR3747368_Abundance-CPM	SRR3747400_Abundance-CPM	SRR3747401_Abundance-CPM	SRR3747402_Abundance-CPM	SRR3747403_Abundance-CPM	SRR3747404_Abundance-CPM	SRR3747405_Abundance-CPM	SRR3747412_Abundance-CPM	SRR3747413_Abundance-CPM	SRR3747414_Abundance-CPM	SRR3747415_Abundance-CPM	SRR3747416_Abundance-CPM	SRR3747417_Abundance-CPM	SRR3747418_Abundance-CPM	SRR3747419_Abundance-CPM	SRR3747420_Abundance-CPM	SRR3747762_Abundance-CPM	SRR3747763_Abundance-CPM	SRR3747764_Abundance-CPM	SRR3747765_Abundance-CPM	SRR3747775_Abundance-CPM	SRR3747777_Abundance-CPM	SRR3747797_Abundance-CPM	SRR3747799_Abundance-CPM	SRR3747800_Abundance-CPM	SRR3747801_Abundance-CPM	SRR3747802_Abundance-CPM	SRR3747803_Abundance-CPM	SRR3747804_Abundance-CPM	SRR3747805_Abundance-CPM	SRR3747806_Abundance-CPM	SRR3747807_Abundance-CPM	SRR3747808_Abundance-CPM	SRR3747809_Abundance-CPM	SRR3747810_Abundance-CPM	SRR3747823_Abundance-CPM	SRR3747824_Abundance-CPM
UNINTEGRATED|g__Amphidinium.s__Amphidinium_massartii__160604	0	0	0	0	5808.49	0	2411.01	4561.58	0	6693.56	6096.31	0	0	0	0	0	0	401.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3973	0	0	0	35.7644	0	0	83.6607	128.161	0	0	401.395
UNINTEGRATED|g__Amphiprora.s__Amphiprora_paludosa__265537	2262.76	0	5185.19	0	0	0	3010.99	510.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.54	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Amphiprora.s__Amphiprora_sp.__2608610	55.7819	32.1063	0	3.92262	0	0	0	127.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.609	0	0	34.3635	5.75606	36.0862	372.734	11.6166	183.956	0	0	0	0
UNINTEGRATED|g__Amphora.s__Amphora_coffeiformis__265554	63.1309	0	0	0	0	0	0	49.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2485.33	16446.7	0	0	0	0	0	0
UNINTEGRATED|g__Amphritea.s__Amphritea_pacifica__2811232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anabaena.s__Anabaena_sp_CRKS33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54342	0	0	54588	52062.3	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Aphanizomenon.s__Aphanizomenon_flos_aquae	0	0	0	0	0	0	0	0	0	0	0	204512	0	0	0	0	129990	0	0	128166	0	0	2499.6	0	0	0	0	25849.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006.51	196936	38328.6	242716	78992.6	45806.1	16760.5	46922.3	176456	3758.05	130.367	28298.3	384.523	8095.29	0
UNINTEGRATED|g__Apocalathium.s__Apocalathium_aciculiferum__268820	162.763	0	0	0	0	0	384.553	58.8241	0	21.9123	0	0	0	0	0	0	0	249.51	0	0	19.9179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1206	91.3028	0	0	67.0758	10.5554	0	94.0947	0	0	0	249.51
UNINTEGRATED|g__Aristerostoma.s__Aristerostoma_sp.__2710916	0	0	0	367.204	0	0	3327.64	0	0	0	0	0	0	0	0	0	0	2539.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.282	0	2539.9
UNINTEGRATED|g__Asterionella.s__Asterionella_formosa__210441	518.028	0	0	0	0	0	0	104.99	60.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.789	0	135.242	0	132.368	0	234.614	0	0	0	0
UNINTEGRATED|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	139.6	0	0	26.6748	0	0	0	77.0591	0	57.9175	0.865597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.73	663.578	26.3131	0	0	1814.38	688.278	0	2002.59	0	0	0	0
UNINTEGRATED|g__Astrosyne.s__Astrosyne_radiata__1158023	358.907	0	0	0	0	0	0	1373.06	0	438.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.586	0	0	0	0	579.166	0	182.514	0	0	0	0
UNINTEGRATED|g__Attheya.s__Attheya_septentrionalis__420275	179.237	0	0	50.1035	0	0	0	3767.91	93.617	497.24	335.05	0	0	0	0	0	0	0.793707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.36	0	1759.76	389.238	2470.66	0	915.426	1291.58	2738.42	977.686	2153.31	0	0	0	0.793707
UNINTEGRATED|g__Aulacoseira.s__Aulacoseira_subarctica__202472	825.032	6224.11	0	17.1725	0	0	0	188.824	0	32.9126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.294	0	0	447.401	2316.23	2799.63	0	0	0	0	0	0
UNINTEGRATED|g__Azadinium.s__Azadinium_spinosum__632150	39.251	0	0	0	0	0	70.1397	1.98415	0	11.1139	104.82	0	0	0	0	0	0	443.044	0	0	24.2906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.016	0	0	28.6677	27.0989	0	0	12.8201	18.1666	0	79.6303	17.1417	0	0	443.044
UNINTEGRATED|g__Bathycoccus.s__Bathycoccus_prasinos__41875	18060.4	0	0	49744.2	26789.2	0	0	11931.8	0	0	30055.1	0	0	132737	2459.99	24652.4	23761.2	0	0	0	0	0	0	0	0	0	16419.1	0	0	28040.2	0	0	10755.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71001.6	28641.2	7904.14	4072.69	31681.9	0	11193.9	0	15670.8	60456	17851.6	0	0	5690.65	0
UNINTEGRATED|g__Bathycoccus.s__unclassified__41874	242.492	0	0	5597.85	2469.75	0	0	3009.81	0	0	1932.44	0	0	9736	395.919	6228.12	9582.54	0	0	0	0	0	0	0	0	0	2249.24	0	0	5668.83	0	0	2458.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23184.8	9087.87	11316.5	9270.86	6376.72	0	3001.02	0	17529	30702.8	6832.57	0	0	8588.85	0
UNINTEGRATED|g__Blepharisma.s__Blepharisma_japonicum__5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Calcidiscus.s__Calcidiscus_leptoporus__127549	70.2018	0	6312.04	307.673	3885.66	1446.46	0	439.421	130.56	0	195.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.073	640.831	0	0	0	367.73	578.413	0	0	0	0	0	0
UNINTEGRATED|g__Candidatus_Aquiluna.s__Candidatus_Aquiluna_sp_IMCC13023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509.71	0	0	0	0	0	0	0	0	0	0	0	0	0	6063.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Candidatus_Nitrosopelagicus.s__Candidatus_Nitrosopelagicus_brevis__1410606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14694.9	0	0	705.093	0	0	15869.4	1569.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3849.6	0	1948.15	0	14694.9
UNINTEGRATED|g__Candidatus_Pelagibacter.s__Candidatus_Pelagibacter_sp._TMED239__1986816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.581	0	0	0	0	0	0	0	0	0	0	0	0	0	7031.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.674	0	0	0	391.311	1570.58	1424.07	2590.94	2187.05	3949.76	0	2627.23	0
UNINTEGRATED|g__Candidatus_Pelagibacter.s__Candidatus_Pelagibacter_sp._TMED272__1986825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6730.64	429.2	0	92.9748	0	0	0	0	0	0	0	0	987.583	0	5152.65	0	0	3420.57	0	0	0	0	1008.73	0	1002.57	0	0	532.841	0	0	0	0	0	0	0	0	876.111	2031.73	4486.58	2154.95	894.535	2078.17	5898.83	8172.04	4920.92	10121.2	8926.87	10471.8	0	10692.4	92.9748
UNINTEGRATED|g__Candidatus_Pelagibacter.s__Candidatus_Pelagibacter_sp_IMCC9063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6504.27	0	0	0	0	4599.22	0	1131.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Candidatus_Pelagibacter.s__Candidatus_Pelagibacter_ubique	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6222.31	0	0	0	0	0	0	0	0	0	0	0	2107.63	0	10793.1	0	0	31930.3	7069.57	0	1325.85	0	17692.5	0	29582.2	0	0	7642.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Candidatus_Pelagibacter.s__uncultured_Candidatus_Pelagibacter_sp.__372654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9436.21	0	0	0	0	0	0	0	0	0	0	0	2452.02	0	8140.2	0	0	0	0	0	0	0	1675.44	0	20912.4	0	0	14625.5	0	0	0	0	0	0	0	0	0	7138.08	19376.1	9878.53	0	3267.99	20790.4	37339.6	12799.9	19674.1	51898.5	44716.4	0	20911.4	0
UNINTEGRATED|g__Candidatus_Planktophila.s__Candidatus_Planktophila_lacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2962.85	0	0	0	0	0	0	0	0	0	0	0	938.138	0	5401.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916.468	2353.86	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Candidatus_Planktophila.s__Candidatus_Planktophila_vernalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11185.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	397.25	0	0	0	0	0	173.357	534.771	861.584	0	1384.25	0	0	0	0	0	0	10.2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.973	0	1043.61	408.757	659.878	0	0	143.453	723.791	0	311.967	0	0	0	10.2116
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_debilis__122233	191.854	0	0	84.6734	0	0	0	282.783	0	110.266	106.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.09	0	278.839	0	11.7231	0	441.18	391.341	720.496	0	0	0	0
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	152.066	0	0	1.97394	0	0	0	891.605	1125.36	470.316	13.6765	0	0	0	0	0	0	41.4967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3475.71	3964.26	706.91	1527.27	0	1867.25	4743.71	2622.06	3867.22	10397	2497.63	0	5593.71	41.4967
UNINTEGRATED|g__Chattonella.s__Chattonella_subsalsa__44440	169.387	0	258.227	374.036	0	0	117.322	123.524	0	0	767.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.356	209.12	0	0	0	36.7573	1175.3	142.403	0	0	34.1891	212.936	0
UNINTEGRATED|g__Chlorarachnion.s__Chlorarachnion_reptans__29199	201.892	0	0	0	0	0	0	398.978	0	1598.23	25.2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651.41	0	0	0	33.1816	0	0
UNINTEGRATED|g__Chrysochromulina.s__Chrysochromulina_rotalis__412157	22508.2	1.42555e+06	817334	46460	101387	269135	0	15373.6	31917.8	6186.88	18673.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9215.06	13964	0	1800.93	0	7064.01	6743.83	0	0	19108.8	0	0	0
UNINTEGRATED|g__Chrysochromulina.s__Chrysochromulina_tobinii__1460289	4958.34	0	19024.6	2878.01	0	853.143	0	0	0	0	2020.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.039	0	0	148.971	0	348.975	136.005	0	0	0	0	0	0
UNINTEGRATED|g__Chrysoculter.s__Chrysoculter_rhomboideus__259385	0	0	0	1512.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539.091	0	0	0	0	594.132	1328.52	0	0	0	0	0
UNINTEGRATED|g__Chrysotila.s__Chrysotila_carterae__13221	0	0	0	3350.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coremiostelium.s__Coremiostelium_polycephalum__142831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314.68	0	0	2209.13	0	0	0	0	0	0	0	0	2147.46	0	0	12577.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8278.42	6404.09	2125.67	3207.76	12132.5	2446.5	6057.13	7021.15	7465.43	9084.63	3321.55	11513.8	663.229	26632.3	2209.13
UNINTEGRATED|g__Corethron.s__Corethron_hystrix__216773	256.825	3.61824	23.9565	99.8853	0	12.043	0	76.9293	0	380.949	252.7	0	0	0	0	0	868.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14438	2460.38	2049.07	0.483271	3235.06	0.868766	2.31719	4068.46	1.28903	0	0	0	0
UNINTEGRATED|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	170.403	0	0	251.141	0	0	0	497.293	407.42	371.775	179.882	0	0	0	0	0	991.499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9386	0	0	0	0	0	0	0	0	0	0	0	0	0	96.8546	0	25.2265	376.923	1012.03	0	308.749	536.482	1163.28	0	20.7397	0	0	0	0
UNINTEGRATED|g__Craspedostauros.s__Craspedostauros_australis__1486917	262.37	0	78.1912	185.719	0	0	0	1174.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.374	0	0	0	0	0	0
UNINTEGRATED|g__Crustomastix.s__Crustomastix_stigmatica__195967	608.298	0	0	398.33	0	1611.35	0	294.462	88.9784	1242.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4695.62	0	2649.89	3279.5	480.24	0	2174.39	0	0	8344.4	13472.5	0	0	0	0
UNINTEGRATED|g__Cryomorphaceae_unclassified.s__Cryomorphaceae_bacterium_BACL21_MAG_121220_bin10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17242.9	5533.81	0	0	26921.5	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cryptomonas.s__Cryptomonas_curvata__233186	596.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cyanobium.s__Cyanobium_usitatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34852.9	0	0	40073.7	0	0	0	0	0	0	0	14789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1759.84	0	11835	0	0	4994.93	0	0	5343.71	19798.2	0	30372.9	0
UNINTEGRATED|g__Cyclophora.s__Cyclophora_tenuis__216820	674.121	0	0	0	0	0	0	117.656	0	44.2765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cylindrospermopsis.s__Cylindrospermopsis_raciborskii__2787621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6632.92	0	0	0	0	7655.9	0	0	0	0	0	0	3320.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486.254	7839.19	8722.3	3689.49	13689.2	14554.1	10924.1	10986.9	2229.07	1685.96	1392.1	0	542.049	0
UNINTEGRATED|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	623.329	0	192.836	250.181	228.738	0	0	9028.25	0	1133.44	533.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.423	0	0	0	0	0	0	0	0	7.04118	8.75216	3.96641	0	1.97562	5.08045	22.0879	12.5885	4.20223	0	0	0	0
UNINTEGRATED|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	70.269	0	0	79.9136	0	0	0	184.361	67.1136	40.9288	84.5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2821.91	1981.61	1241.36	0	1897.93	2056.69	2060.07	0	5151.09	4201.67	3637.08	0	0	3016.83	0
UNINTEGRATED|g__Daphnia.s__Daphnia_pulex__6669	8814.88	0	31487.6	0	37951.9	0	8808.85	0	0	30969.2	76548.2	0	0	0	0	0	0	0	0	8703.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30574.4	0	0	0	0	0	0
