Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR3745337	GS676_3p0_dT: Bottenhavet, Station C-14	Illumina HiSeq 2000	11933	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745337/SRR3745337.sra	SRR3745337.sra	SRR3745337_GS676_3p0_dT_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/007/SRR3745337/SRR3745337_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/007/SRR3745337/SRR3745337_1.fastq.gz	SRR3745337_1.fastq.gz	SRR3745337_GS676_3p0_dT_Bottenhavet_Station_C-14_1.fastq.gz
SRR3745337	GS676_3p0_dT: Bottenhavet, Station C-14	Illumina HiSeq 2000	11933	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745337/SRR3745337.sra	SRR3745337.sra	SRR3745337_GS676_3p0_dT_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/007/SRR3745337/SRR3745337_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/007/SRR3745337/SRR3745337_2.fastq.gz	SRR3745337_2.fastq.gz	SRR3745337_GS676_3p0_dT_Bottenhavet_Station_C-14_2.fastq.gz
SRR3745340	GS678_3p0_dT: Helcom site 4 Deepest Section of the Baltic Sea	Illumina HiSeq 2000	20730	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745340/SRR3745340.sra	SRR3745340.sra	SRR3745340_GS678_3p0_dT_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/000/SRR3745340/SRR3745340_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/000/SRR3745340/SRR3745340_1.fastq.gz	SRR3745340_1.fastq.gz	SRR3745340_GS678_3p0_dT_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea_1.fastq.gz
SRR3745340	GS678_3p0_dT: Helcom site 4 Deepest Section of the Baltic Sea	Illumina HiSeq 2000	20730	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745340/SRR3745340.sra	SRR3745340.sra	SRR3745340_GS678_3p0_dT_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/000/SRR3745340/SRR3745340_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/000/SRR3745340/SRR3745340_2.fastq.gz	SRR3745340_2.fastq.gz	SRR3745340_GS678_3p0_dT_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea_2.fastq.gz
SRR3745342	GS680_3p0_dT: Off south tip of Oland, bloom occuring	Illumina HiSeq 2000	12841	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745342/SRR3745342.sra	SRR3745342.sra	SRR3745342_GS680_3p0_dT_Off_south_tip_of_Oland_bloom_occuring.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/002/SRR3745342/SRR3745342_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/002/SRR3745342/SRR3745342_1.fastq.gz	SRR3745342_1.fastq.gz	SRR3745342_GS680_3p0_dT_Off_south_tip_of_Oland_bloom_occuring_1.fastq.gz
SRR3745342	GS680_3p0_dT: Off south tip of Oland, bloom occuring	Illumina HiSeq 2000	12841	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745342/SRR3745342.sra	SRR3745342.sra	SRR3745342_GS680_3p0_dT_Off_south_tip_of_Oland_bloom_occuring.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/002/SRR3745342/SRR3745342_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/002/SRR3745342/SRR3745342_2.fastq.gz	SRR3745342_2.fastq.gz	SRR3745342_GS680_3p0_dT_Off_south_tip_of_Oland_bloom_occuring_2.fastq.gz
SRR3745341	GS679_3p0_dT: Off south tip of Oland, bloom occuring	Illumina HiSeq 2000	22759	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745341/SRR3745341.sra	SRR3745341.sra	SRR3745341_GS679_3p0_dT_Off_south_tip_of_Oland_bloom_occuring.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/001/SRR3745341/SRR3745341_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/001/SRR3745341/SRR3745341_1.fastq.gz	SRR3745341_1.fastq.gz	SRR3745341_GS679_3p0_dT_Off_south_tip_of_Oland_bloom_occuring_1.fastq.gz
SRR3745341	GS679_3p0_dT: Off south tip of Oland, bloom occuring	Illumina HiSeq 2000	22759	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745341/SRR3745341.sra	SRR3745341.sra	SRR3745341_GS679_3p0_dT_Off_south_tip_of_Oland_bloom_occuring.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/001/SRR3745341/SRR3745341_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/001/SRR3745341/SRR3745341_2.fastq.gz	SRR3745341_2.fastq.gz	SRR3745341_GS679_3p0_dT_Off_south_tip_of_Oland_bloom_occuring_2.fastq.gz
SRR3745344	GS684_3p0_dT: DMU 939, Denmark	Illumina HiSeq 2000	25226	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745344/SRR3745344.sra	SRR3745344.sra	SRR3745344_GS684_3p0_dT_DMU_939_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3745344/SRR3745344_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/004/SRR3745344/SRR3745344_1.fastq.gz	SRR3745344_1.fastq.gz	SRR3745344_GS684_3p0_dT_DMU_939_Denmark_1.fastq.gz
SRR3745344	GS684_3p0_dT: DMU 939, Denmark	Illumina HiSeq 2000	25226	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745344/SRR3745344.sra	SRR3745344.sra	SRR3745344_GS684_3p0_dT_DMU_939_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3745344/SRR3745344_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/004/SRR3745344/SRR3745344_2.fastq.gz	SRR3745344_2.fastq.gz	SRR3745344_GS684_3p0_dT_DMU_939_Denmark_2.fastq.gz
SRR3745343	GS683_3p0_dT: DMU 939, Denmark	Illumina HiSeq 2000	11024	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745343/SRR3745343.sra	SRR3745343.sra	SRR3745343_GS683_3p0_dT_DMU_939_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/003/SRR3745343/SRR3745343_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/003/SRR3745343/SRR3745343_1.fastq.gz	SRR3745343_1.fastq.gz	SRR3745343_GS683_3p0_dT_DMU_939_Denmark_1.fastq.gz
SRR3745343	GS683_3p0_dT: DMU 939, Denmark	Illumina HiSeq 2000	11024	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745343/SRR3745343.sra	SRR3745343.sra	SRR3745343_GS683_3p0_dT_DMU_939_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/003/SRR3745343/SRR3745343_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/003/SRR3745343/SRR3745343_2.fastq.gz	SRR3745343_2.fastq.gz	SRR3745343_GS683_3p0_dT_DMU_939_Denmark_2.fastq.gz
SRR3745347	GS694_3p0_dT: DMU 1005, Denmark	Illumina HiSeq 2000	26752	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745347/SRR3745347.sra	SRR3745347.sra	SRR3745347_GS694_3p0_dT_DMU_1005_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/007/SRR3745347/SRR3745347_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/007/SRR3745347/SRR3745347_1.fastq.gz	SRR3745347_1.fastq.gz	SRR3745347_GS694_3p0_dT_DMU_1005_Denmark_1.fastq.gz
SRR3745347	GS694_3p0_dT: DMU 1005, Denmark	Illumina HiSeq 2000	26752	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745347/SRR3745347.sra	SRR3745347.sra	SRR3745347_GS694_3p0_dT_DMU_1005_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/007/SRR3745347/SRR3745347_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/007/SRR3745347/SRR3745347_2.fastq.gz	SRR3745347_2.fastq.gz	SRR3745347_GS694_3p0_dT_DMU_1005_Denmark_2.fastq.gz
SRR3745356	GS695_3p0_dT: DMU 1005, Denmark	Illumina HiSeq 2000	96569	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745356/SRR3745356.sra	SRR3745356.sra	SRR3745356_GS695_3p0_dT_DMU_1005_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/006/SRR3745356/SRR3745356_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/006/SRR3745356/SRR3745356_1.fastq.gz	SRR3745356_1.fastq.gz	SRR3745356_GS695_3p0_dT_DMU_1005_Denmark_1.fastq.gz
SRR3745356	GS695_3p0_dT: DMU 1005, Denmark	Illumina HiSeq 2000	96569	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3745356/SRR3745356.sra	SRR3745356.sra	SRR3745356_GS695_3p0_dT_DMU_1005_Denmark.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/006/SRR3745356/SRR3745356_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/006/SRR3745356/SRR3745356_2.fastq.gz	SRR3745356_2.fastq.gz	SRR3745356_GS695_3p0_dT_DMU_1005_Denmark_2.fastq.gz
SRR3746048	GS675_3p0: Bottenhavet, Station C-14	Illumina HiSeq 2000	4814	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3746048/SRR3746048.sra	SRR3746048.sra	SRR3746048_GS675_3p0_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/008/SRR3746048/SRR3746048_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/008/SRR3746048/SRR3746048_1.fastq.gz	SRR3746048_1.fastq.gz	SRR3746048_GS675_3p0_Bottenhavet_Station_C-14_1.fastq.gz
SRR3746048	GS675_3p0: Bottenhavet, Station C-14	Illumina HiSeq 2000	4814	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3746048/SRR3746048.sra	SRR3746048.sra	SRR3746048_GS675_3p0_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/008/SRR3746048/SRR3746048_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/008/SRR3746048/SRR3746048_2.fastq.gz	SRR3746048_2.fastq.gz	SRR3746048_GS675_3p0_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747289	GS675_0p1: Bottenhavet, Station C-14	Illumina HiSeq 2000	2633	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747289/SRR3747289.sra	SRR3747289.sra	SRR3747289_GS675_0p1_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/009/SRR3747289/SRR3747289_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/009/SRR3747289/SRR3747289_1.fastq.gz	SRR3747289_1.fastq.gz	SRR3747289_GS675_0p1_Bottenhavet_Station_C-14_1.fastq.gz
SRR3747289	GS675_0p1: Bottenhavet, Station C-14	Illumina HiSeq 2000	2633	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747289/SRR3747289.sra	SRR3747289.sra	SRR3747289_GS675_0p1_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/009/SRR3747289/SRR3747289_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/009/SRR3747289/SRR3747289_2.fastq.gz	SRR3747289_2.fastq.gz	SRR3747289_GS675_0p1_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747315	GS675_0p8: Bottenhavet, Station C-14	Illumina HiSeq 2000	3834	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747315/SRR3747315.sra	SRR3747315.sra	SRR3747315_GS675_0p8_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/005/SRR3747315/SRR3747315_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/005/SRR3747315/SRR3747315_1.fastq.gz	SRR3747315_1.fastq.gz	SRR3747315_GS675_0p8_Bottenhavet_Station_C-14_1.fastq.gz
SRR3747315	GS675_0p8: Bottenhavet, Station C-14	Illumina HiSeq 2000	3834	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747315/SRR3747315.sra	SRR3747315.sra	SRR3747315_GS675_0p8_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/005/SRR3747315/SRR3747315_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/005/SRR3747315/SRR3747315_2.fastq.gz	SRR3747315_2.fastq.gz	SRR3747315_GS675_0p8_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747324	GS676_0p1: Bottenhavet, Station C-14	Illumina HiSeq 2000	22034	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747324/SRR3747324.sra	SRR3747324.sra	SRR3747324_GS676_0p1_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3747324/SRR3747324_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/004/SRR3747324/SRR3747324_1.fastq.gz	SRR3747324_1.fastq.gz	SRR3747324_GS676_0p1_Bottenhavet_Station_C-14_1.fastq.gz
SRR3747324	GS676_0p1: Bottenhavet, Station C-14	Illumina HiSeq 2000	22034	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747324/SRR3747324.sra	SRR3747324.sra	SRR3747324_GS676_0p1_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3747324/SRR3747324_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/004/SRR3747324/SRR3747324_2.fastq.gz	SRR3747324_2.fastq.gz	SRR3747324_GS676_0p1_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747325	GS676_0p8: Bottenhavet, Station C-14	Illumina HiSeq 2000	6500	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747325/SRR3747325.sra	SRR3747325.sra	SRR3747325_GS676_0p8_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/005/SRR3747325/SRR3747325_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/005/SRR3747325/SRR3747325_1.fastq.gz	SRR3747325_1.fastq.gz	SRR3747325_GS676_0p8_Bottenhavet_Station_C-14_1.fastq.gz
SRR3747325	GS676_0p8: Bottenhavet, Station C-14	Illumina HiSeq 2000	6500	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747325/SRR3747325.sra	SRR3747325.sra	SRR3747325_GS676_0p8_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/005/SRR3747325/SRR3747325_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/005/SRR3747325/SRR3747325_2.fastq.gz	SRR3747325_2.fastq.gz	SRR3747325_GS676_0p8_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747326	GS676_3p0: Bottenhavet, Station C-14	Illumina HiSeq 2000	8340	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747326/SRR3747326.sra	SRR3747326.sra	SRR3747326_GS676_3p0_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/006/SRR3747326/SRR3747326_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/006/SRR3747326/SRR3747326_1.fastq.gz	SRR3747326_1.fastq.gz	SRR3747326_GS676_3p0_Bottenhavet_Station_C-14_1.fastq.gz
SRR3747326	GS676_3p0: Bottenhavet, Station C-14	Illumina HiSeq 2000	8340	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747326/SRR3747326.sra	SRR3747326.sra	SRR3747326_GS676_3p0_Bottenhavet_Station_C-14.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/006/SRR3747326/SRR3747326_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/006/SRR3747326/SRR3747326_2.fastq.gz	SRR3747326_2.fastq.gz	SRR3747326_GS676_3p0_Bottenhavet_Station_C-14_2.fastq.gz
SRR3747327	GS677_0p1: Helcom site 4 Deepest Section of the Baltic Sea	Illumina HiSeq 2000	29038	1467842400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR374/SRR3747327/SRR3747327.sra	SRR3747327.sra	SRR3747327_GS677_0p1_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/007/SRR3747327/SRR3747327_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR374/007/SRR3747327/SRR3747327_1.fastq.gz	SRR3747327_1.fastq.gz	SRR3747327_GS677_0p1_Helcom_site_4_Deepest_Section_of_the_Baltic_Sea_1.fastq.gz
