# Pathway	SRR8039428_Abundance-CPM	SRR8039449_Abundance-CPM	SRR8039450_Abundance-CPM	SRR8039451_Abundance-CPM	SRR8039454_Abundance-CPM	SRR8039455_Abundance-CPM	SRR8039456_Abundance-CPM	SRR8039457_Abundance-CPM	SRR8039468_Abundance-CPM	SRR8039469_Abundance-CPM	SRR8039470_Abundance-CPM	SRR8039471_Abundance-CPM	SRR8039472_Abundance-CPM	SRR8039473_Abundance-CPM
UNINTEGRATED|g__Amphora.s__Amphora_coffeiformis__265554	0	0	0	0	0	0	0	3937.27	0	0	0	0	0	336.47
UNINTEGRATED|g__Apocalathium.s__Apocalathium_aciculiferum__268820	200.256	0	0	46.4273	0	0	189.435	0	97.4026	34.6513	0	495.614	0	201.11
UNINTEGRATED|g__Aristerostoma.s__Aristerostoma_sp.__2710916	0	0	0	260.878	0	0	0	0	0	0	0	0	0	250.891
UNINTEGRATED|g__Asterionella.s__Asterionella_formosa__210441	0	63.2938	0	2.90464	0	0	139.743	0	0	0	0	0	0	27.07
UNINTEGRATED|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	0	1526.12	0	401.368	0	0	917.535	1311.52	0	0	0	0	0	341.817
UNINTEGRATED|g__Astrosyne.s__Astrosyne_radiata__1158023	0	275.679	0	0	0	0	0	831.477	0	1137.71	0	0	0	25.9193
UNINTEGRATED|g__Attheya.s__Attheya_septentrionalis__420275	0	359.393	0	218.639	0	0	473.059	0	0	0	0	0	0	125.591
UNINTEGRATED|g__Aulacoseira.s__Aulacoseira_subarctica__202472	1632.05	5843.77	0	580.746	3253.75	0	0	6770.76	0	0	0	0	0	4098.94
UNINTEGRATED|g__Azadinium.s__Azadinium_spinosum__632150	90.9349	85.0435	0	50.4218	150.385	254.664	0	185.873	42.3551	3.01328	0	30.5588	0	38.989
UNINTEGRATED|g__Bathycoccus.s__Bathycoccus_prasinos__41875	114027	24463.3	0	87487.6	1.89205e+06	796013	165754	177998	519357	501931	226289	2.21898e+06	3.92605e+06	146412
UNINTEGRATED|g__Bathycoccus.s__unclassified__41874	3305.91	42.0325	0	1409.97	116687	29863.7	3854.64	29426	12686.9	4026.87	5228.24	72176.5	67799.5	562.491
UNINTEGRATED|g__Calcidiscus.s__Calcidiscus_leptoporus__127549	0	2219.98	0	1423.7	679.906	214.363	0	97.0676	4684.83	0	0	1052.01	16544.7	891.234
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	0	38.1092	0	0	0	0	0	0	0	0	0	0	0	32.5706
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_debilis__122233	0	10.0275	0	0	56.6669	0	75.2282	720.786	0	0	0	0	0	21.4035
UNINTEGRATED|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	0	3836.95	0	1651.3	1298.64	0	472.978	11714.9	0	2510.06	0	0	2343.16	96.6669
UNINTEGRATED|g__Chattonella.s__Chattonella_subsalsa__44440	537.343	879.858	0	232.289	609.97	0	0	1115.96	0	0	0	2924.13	3054.12	490.077
UNINTEGRATED|g__Chlorarachnion.s__Chlorarachnion_reptans__29199	3541.16	2065.93	0	968.806	0	0	0	0	0	0	3026.88	13407.2	18028.9	0
UNINTEGRATED|g__Chrysochromulina.s__Chrysochromulina_rotalis__412157	51145.8	377087	0	103108	0	0	113218	0	0	0	0	0	0	118207
UNINTEGRATED|g__Chrysochromulina.s__Chrysochromulina_tobinii__1460289	0	1665.73	0	810.832	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Chrysoculter.s__Chrysoculter_rhomboideus__259385	0	1977.02	0	720.853	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coremiostelium.s__Coremiostelium_polycephalum__142831	0	1119.92	0	0	0	0	0	0	0	0	4697.26	0	0	0
UNINTEGRATED|g__Corethron.s__Corethron_hystrix__216773	13.268	28.1786	0	3.27467	16.28	0	21.3616	59.785	0	0	7.91015	0	28170.6	4.37066
UNINTEGRATED|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	0	628.448	0	131.645	2205.36	0	0	1524.19	0	195.217	0	0	0	64.242
UNINTEGRATED|g__Craspedostauros.s__Craspedostauros_australis__1486917	282.851	393.583	0	0	0	766.289	0	0	0	0	0	0	1326.43	0
UNINTEGRATED|g__Crustomastix.s__Crustomastix_stigmatica__195967	1169.13	2190.13	0	2538.46	0	0	0	3035.75	0	0	0	0	0	4266.58
UNINTEGRATED|g__Cryptomonas.s__Cryptomonas_curvata__233186	0	0	0	0	0	10780.7	0	0	0	0	0	0	0	2314.18
UNINTEGRATED|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	544.89	1057.58	50.0733	3.84202	692.626	17292.7	189.772	290.806	0	0	0	4271.77	2165.53	52.9175
UNINTEGRATED|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	0	777.381	0	122.344	0	0	144.709	266.91	0	0	0	0	0	456.475
UNINTEGRATED|g__Detonula.s__Detonula_confervacea__83371	0	188.628	0	0	5786.89	0	0	45.0288	0	0	260.248	0	0	92.9006
UNINTEGRATED|g__Dictyostelium.s__Dictyostelium_brefeldianum__361069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Durinskia.s__Durinskia_baltica__400756	760.339	869.391	1961.99	521.202	1463.5	1287.82	352.167	1463.96	788.682	45.8515	5266.19	5503.47	7809.45	542.055
UNINTEGRATED|g__Emiliania.s__Emiliania_huxleyi__2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Emiliania.s__unclassified__2902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Entomoneis.s__Entomoneis_sp.__186043	0	1202.13	0	81.5271	0	0	0	443.269	0	0	0	0	8419.63	12.2578
UNINTEGRATED|g__Epipyxis.s__Epipyxis_sp._PR26KG__1825121	0	108770	0	28136.8	8404.85	0	0	81911	0	0	0	0	0	51484.8
UNINTEGRATED|g__Eucampia.s__Eucampia_antarctica__49252	24.4764	273.929	0	203.885	135.134	0	74.6416	608.696	0	65.1217	0	0	0	104.203
UNINTEGRATED|g__Euplotes.s__Euplotes_harpa__151035	0	0	0	0	0	0	0	0	0	0	0	0	0	1262.02
UNINTEGRATED|g__Eurytemora.s__Eurytemora_affinis__88015	0	0	4.25655e+06	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Exanthemachrysis.s__Exanthemachrysis_gayraliae__119497	0	0	0	0	0	0	2186.68	0	0	0	0	0	0	0
UNINTEGRATED|g__Extubocellulus.s__Extubocellulus_spinifer__265572	0	5133.37	0	2735.67	0	0	11424.2	0	0	0	0	0	0	5175.57
UNINTEGRATED|g__Fibrocapsa.s__Fibrocapsa_japonica__94617	540.27	1462.79	0	653.81	0	0	0	0	0	0	0	0	0	489.757
UNINTEGRATED|g__Formosa.s__Formosa_sp.__2018467	5355.15	2446.31	0	1872.63	0	0	0	0	0	1113.83	3539.3	0	0	0
UNINTEGRATED|g__Gambierdiscus.s__Gambierdiscus_australes__439317	438.302	14.5769	0	9.82969	1460.42	808.474	0	0	0	0	0	0	0	138.788
UNINTEGRATED|g__Geminigera.s__Geminigera_cryophila__46947	180213	99296.6	498081	21798.2	29679.6	173827	0	0	274703	34003.6	81671	0	0	43108.4
UNINTEGRATED|g__Geminigera.s__unclassified__46946	11094.2	3452.74	0	1223.78	0	0	0	0	7149.43	361.816	2721.05	21020.4	0	3403.57
UNINTEGRATED|g__Gonyaulax.s__Gonyaulax_spinifera__66791	0	0	0	0	0	0	0	0	0	0	0	0	0	543.275
UNINTEGRATED|g__Grammatophora.s__Grammatophora_oceanica__210454	8.86563	615.366	0	153.409	3789.56	1884.83	0	1409.75	0	68.4003	0	0	7671.33	91.7441
UNINTEGRATED|g__Gymnodinium.s__Gymnodinium_catenatum__39447	645.122	678.949	10305	281.417	3606.72	0	0	13223.5	51.0093	1379.07	13186.9	0	0	593.322
UNINTEGRATED|g__Haptolina.s__Haptolina_brevifila__156173	12569.1	14429.4	0	6880.86	36543.1	0	0	0	17443.5	0	11932.5	19951.5	80500.1	8301.65
UNINTEGRATED|g__Haptolina.s__Haptolina_ericina__156174	0	0	0	0	0	0	0	0	0	0	0	0	0	448.968
UNINTEGRATED|g__Helicotheca.s__Helicotheca_tamesis__374047	0	0	0	0	0	0	430.226	0	0	0	0	0	0	0
UNINTEGRATED|g__Hemiselmis.s__Hemiselmis_rufescens__77926	545.366	142.61	0	363.686	0	0	0	0	0	0	0	0	0	1.44889
UNINTEGRATED|g__Heterocapsa.s__Heterocapsa_arctica__192219	0	17.9301	0	0.858773	108.737	0	0	0	0	0	0	0	0	23.398
UNINTEGRATED|g__Heterocapsa.s__Heterocapsa_rotundata__89963	623.221	377.054	0	139.422	807.735	108.997	173.5	459.091	472.333	83.9791	0	0	0	126.284
UNINTEGRATED|g__Hydrurus.s__Hydrurus_foetidus__2996	0	0	0	119.266	0	0	0	0	0	0	1314.02	0	0	0
UNINTEGRATED|g__Imantonia.s__Imantonia_sp.__1907789	0	0	0	0	0	0	0	0	0	0	0	0	0	94.2514
UNINTEGRATED|g__Isochrysis.s__Isochrysis_sp.__40639	0	0	0	0	0	0	0	0	0	0	0	0	0	518.205
UNINTEGRATED|g__Karenia.s__Karenia_brevis__156230	0	1393.18	0	505.981	0	0	0	2236.26	0	0	0	0	0	843.961
UNINTEGRATED|g__Karlodinium.s__Karlodinium_veneficum__407301	334.164	369.546	0	168.272	1555.68	1305.83	44.5865	530.591	410.254	9.94342	0	1106.84	0	173.1
UNINTEGRATED|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	2928.02	4581.67	17090.7	445.667	4544.33	2384.35	4515.54	1708.87	1543.78	293.758	6554.44	9035.4	28635.4	882.595
UNINTEGRATED|g__Licmophora.s__Licmophora_paradoxa__515479	0	35.742	0	174.032	287.058	0	0	1960.54	0	114.203	0	0	0	53.4859
UNINTEGRATED|g__Lingulodinium.s__Lingulodinium_polyedra__160621	261.53	113.883	0	146.622	1260.82	1159.72	0	616.793	0	0	0	0	0	260.854
UNINTEGRATED|g__Mallomonas.s__Mallomonas_sp.__2003107	0	0	0	131.401	0	0	0	0	0	0	0	0	0	556.937
UNINTEGRATED|g__Mesodinium.s__Mesodinium_pulex__283647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microchloropsis.s__Microchloropsis_salina__1027361	0	0	0	30.5386	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Micromonas.s__Micromonas_pusilla__38833	0	0	0	12667	0	0	0	0	0	0	0	0	0	6041.77
UNINTEGRATED|g__Micromonas.s__unclassified__38832	5443.34	6620.48	0	8352.77	0	0	0	116541	40539.1	10673.8	10900.8	272888	223869	5385.93
UNINTEGRATED|g__Minutocellus.s__Minutocellus_polymorphus__265543	0	8290.01	0	5978.88	0	0	190.551	2350.56	0	0	0	0	0	2603.33
UNINTEGRATED|g__Nitzschia.s__Nitzschia_putrida__2742595	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3974
UNINTEGRATED|g__Noctiluca.s__Noctiluca_scintillans__2966	15255.6	14361.2	17285	5928.54	33649.6	0	0	20368.8	0	1735.17	10744.7	0	0	5416.17
UNINTEGRATED|g__Odontella.s__Odontella_aurita__265563	1.61467	2.06298	0	0	0	0	0	0	0	0	0	0	0	104.157
UNINTEGRATED|g__Ostreococcus.s__Ostreococcus_sp._'lucimarinus'__242159	23087.9	20458.2	7718.77	16941.6	319852	220638	4896.54	189203	74047.5	30528.5	20264.8	115643	1.0112e+06	7490.61
UNINTEGRATED|g__Owenweeksia.s__Owenweeksia_sp._TMED14__1986609	0	0	0	0	0	0	0	0	0	326.757	0	0	0	0
UNINTEGRATED|g__Paracoccus.s__Paracoccus_sp._H4-D09__2812658	0	331.074	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770	28791.3	42147.4	0	27439.7	0	0	0	88478.2	0	8150.52	57408.2	243359	0	17953.3
UNINTEGRATED|g__Partenskyella.s__Partenskyella_glossopodia__552666	0	0	0	46.7173	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pelagococcus.s__Pelagococcus_subviridis__35679	0	0	3068.34	0	0	0	0	0	2918.81	590.288	5778.73	0	0	4508.28
UNINTEGRATED|g__Pelagodinium.s__unclassified__766107	23.725	54.4059	0	49.9422	199.637	1013.44	0	9.84095	36.1083	0	0	161.991	0	11.7271
UNINTEGRATED|g__Planktomarina.s__Planktomarina_temperata__1284658	0	1474.5	0	0	0	0	0	0	0	0	0	0	0	316.881
UNINTEGRATED|g__Platyophrya.s__Platyophrya_macrostoma__938130	0	0	0	0	0	0	0	0	0	0	0	0	0	799.38
UNINTEGRATED|g__Polarella.s__Polarella_glacialis__89957	416.739	246.578	0	161.669	927.758	747.933	87.3871	478.914	171.378	23.5299	0	323.934	0	77.4083
UNINTEGRATED|g__Polaribacter.s__uncultured_Polaribacter_sp.__174711	0	1818.24	0	808.288	0	0	0	0	0	0	2517.43	0	0	0
UNINTEGRATED|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	0	0	0	0	0	0	0	0	0	0	0	0	0	191.12
UNINTEGRATED|g__Prymnesium.s__Prymnesium_parvum__97485	0	0	0	28.3798	261.611	0	0	0	0	0	144.773	0	0	0
UNINTEGRATED|g__Prymnesium.s__Prymnesium_polylepis__72548	0	620.196	0	1960.93	0	0	0	604.586	0	0	0	0	0	2037.63
UNINTEGRATED|g__Pseudictyota.s__Pseudictyota_dubia__2749911	123.058	566.148	0	1271.02	0	0	536.009	72.8221	0	0	0	0	0	333.876
UNINTEGRATED|g__Pseudo-nitzschia.s__Pseudo-nitzschia_fraudulenta__183588	0	0	0	2.38321	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380	1967	5236.92	0	2208.46	8479.27	4294.76	0	2420.58	3562.08	958.798	2960.53	0	11079.9	2229.83
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_aeruginosa__287	0	68.7351	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	805188	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_simiae__321846	0	0	0	0	0	0	0	695.54	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_sp._SDM007_2__2812898	0	478.405	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudopedinella.s__Pseudopedinella_elastica__35684	0	1510.24	0	0	0	0	0	0	0	0	0	0	0	350.275
UNINTEGRATED|g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255	0	0	0	950.649	0	0	0	0	0	0	4351.52	0	0	0
UNINTEGRATED|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	0	192.978	0	0	0	0	0	0	0	0	0	0	0	28.238
UNINTEGRATED|g__Rhodomonas.s__Rhodomonas_lens__354590	0	4204.96	0	0	0	0	0	0	0	0	0	0	0	5176.71
UNINTEGRATED|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	8171.33	6453.29	12093	2139.63	0	12597.3	10946.9	0	10329.3	3029.56	17126.6	33936.2	61350.9	5759.22
UNINTEGRATED|g__Scrippsiella.s__Scrippsiella_trochoidea__71861	228.626	48.9818	0	0	1047.7	362.232	0	296.982	0	22.129	0	0	0	172.262
UNINTEGRATED|g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940	0	11762.2	0	2832.4	814.579	0	0	1299.78	279.785	0	374.337	4152.22	0	2653.1
UNINTEGRATED|g__Shewanella.s__Shewanella_frigidimarina__56812	0	87.4146	0	11.6498	0	0	0	0	0	0	0	0	0	17.9656
UNINTEGRATED|g__Sorites.s__Sorites_sp.__126664	0	3403.79	3460.78	486.936	20117.3	0	1897.44	0	0	440.354	2193.79	9847.67	0	491.149
UNINTEGRATED|g__Stephanopyxis.s__Stephanopyxis_turris__515487	0	6299.04	0	10526.7	0	0	2079.82	9137.42	0	0	0	0	2169.7	1574.04
UNINTEGRATED|g__Striatella.s__Striatella_unipunctata__210618	474.594	0	0	243.577	12097.2	6237.17	575.419	1261.83	0	0	0	0	21782	230.67
UNINTEGRATED|g__Strombidinopsis.s__Strombidinopsis_sp.__181622	658.04	208.756	0	322.692	2211.07	527.954	0	972.989	0	118.08	435.089	0	1490.8	364.105
UNINTEGRATED|g__Strombidium.s__Strombidium_inclinatum__197538	987.596	1702.93	2124.28	2750.74	9436.39	0	896.642	2552.22	0	1282.07	2085.68	0	0	676.213
UNINTEGRATED|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	273.528	237.897	197.577	1165.93	2751.34	2281.92	308.222	1504.22	4910.36	827.792	5794.84	6012.19	2211.44	407.417
UNINTEGRATED|g__Stygamoeba.s__Stygamoeba_regulata__1042828	0	0	0	502.338	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Symbiodinium.s__Symbiodinium_sp.__2950	38.7212	104.805	0	30.9832	281.85	0	0	87.9772	61.0752	17.1155	0	0	0	41.0343
UNINTEGRATED|g__Symbiodinium.s__Symbiodinium_sp._clade_A__1563115	0	2180.47	0	1649.43	0	0	0	2860.15	0	167.995	0	0	0	0
UNINTEGRATED|g__Synechococcus.s__Synechococcus_sp._BS307-5m-G35__2781766	0	0	0	1569.77	0	0	0	0	0	1162.33	0	0	0	0
UNINTEGRATED|g__Synechococcus.s__Synechococcus_sp._BS30m-G30__2781771	0	1330.56	0	1145.82	29296.6	0	869.544	6719.51	0	0	0	0	0	918.936
UNINTEGRATED|g__Synechococcus.s__Synechococcus_sp._BS30m-G31__2781772	1651.8	1802.99	0	1885.83	8268.57	0	1321.74	4480.93	5307.67	1704.72	1997.62	0	0	760.762
UNINTEGRATED|g__Synechococcus.s__Synechococcus_sp_BL107	0	6014.07	0	7968.4	0	0	0	13319.1	0	4775.18	9685.49	0	0	0
UNINTEGRATED|g__Synechococcus.s__Synechococcus_sp_CC9902	7203.2	9446.41	0	9330.06	33000.4	7867.49	5967.36	27840.8	10248	4767.55	11641.2	0	0	2231.31
UNINTEGRATED|g__Tetraselmis.s__Tetraselmis_astigmatica__1074897	334.175	33.622	0	23.3814	763.268	0	0	0	0	42.1788	0	337.284	0	0
UNINTEGRATED|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	0	556.78	0	140.503	924.33	0	316.832	675.265	0	0	0	0	883.2	581.369
UNINTEGRATED|g__Thalassiosira.s__Thalassiosira_antarctica__160265	0	0	0	0	0	0	0	0	0	0	0	0	0	3344.57
UNINTEGRATED|g__Thalassiosira.s__Thalassiosira_oceanica__159749	0	1724.67	0	0	7372.53	0	0	7686.99	0	0	901.764	0	0	0
UNINTEGRATED|g__Thalassiosira.s__Thalassiosira_punctigera__265564	0	199.647	0	0	0	0	1307.06	24.7906	0	0	0	0	0	176.792
UNINTEGRATED|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	7.51881	5.23718	11.8603	0.433274	8.08789	0	3.22414	10.729	0	0	0	0	49.1894	1.99639
UNINTEGRATED|g__Thalassospira.s__Thalassospira_sp.__1912094	0	799.748	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	0	0	0	0	0	0	0	0	0	0	0	366.264	0	0
UNINTEGRATED|g__Tigriopus.s__Tigriopus_kingsejongensis__1133412	3630.63	2519.07	0	607.615	0	1773.45	6086.61	2244.57	0	429.57	141.246	0	0	258.944
UNINTEGRATED|g__Togula.s__Togula_jolla__285029	3006.22	1274.58	8760.76	2604.71	1754.15	0	0	9487.89	0	569.455	1540.86	0	0	392.086
UNINTEGRATED|g__Trieres.s__Trieres_chinensis__1514140	0	241.949	0	87.3509	0	0	332.981	467.865	0	0	0	0	0	58.9267
UNINTEGRATED|g__Tryblionella.s__Tryblionella_compressa__913974	302.766	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Vaucheria.s__Vaucheria_litorea__109269	0	0	0	0	0	0	0	0	0	0	0	1306.22	0	0
UNINTEGRATED|g__Verruconis.s__Verruconis_gallopava__253628	0	0	0	0	0	0	0	3819.77	0	0	0	0	0	0
UNINTEGRATED|g__unclassified.s__unclassified__1136790	0	2925.78	0	2332.02	0	0	0	0	0	0	3338.72	0	0	0
UNINTEGRATED|g__unclassified.s__unclassified__200605	7167.89	6557.29	4964.81	3958.7	0	12163.8	6344.78	8183.6	3204.54	729.57	3518.89	20305.5	10682.3	4813.71
UNINTEGRATED|g__unclassified.s__unclassified__41302	26264.9	0	0	395.65	0	0	0	0	8444.9	1958.26	0	0	0	0
UNINTEGRATED|g__unclassified.s__unclassified__72037	0	0	323113	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__unclassified.s__unclassified__98651	18785.7	19488.7	0	9495.37	0	0	0	0	0	0	0	0	0	7215.15
1CMET2-PWY: folate transformations III (E. coli)	0	0	0	16.5213	0	0	0	0	0	4.11291	25.4807	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation	0	35.117	0	18.1109	0	0	0	63.2224	0	8.27773	53.5189	0	0	8.72735
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	98.1911	101.05	0	75.7781	0	0	0	80.7185	57.0148	38.8643	132.829	191.318	0	22.6234
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	5.89737	10.0523	0	12.2776	62.4046	0	4.20018	17.006	17.2875	5.62832	24.8918	0	0	5.2058
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	0	0	0	0	0	0	0.595085	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	0	0	0	0	0	0	0.0288308	0	0	0	0	0	0	0.00546793
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	0	0	0	0	0	0	0.616341	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159675
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204232
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	0.0771333	0	0	0	0	0	0	0	0	0	0	0	0	0.0722402
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	0	3.10587	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Nitzschia.s__Nitzschia_putrida__2742595	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640916
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Odontella.s__Odontella_aurita__265563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208635
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	0	0.0397822	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_lens__354590	0	0.0383384	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	17.7138	36.1338	0	35.0669	97.6678	0	0	77.271	29.9878	17.2533	45.1651	0	0	18.1953
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Synechococcus.s__Synechococcus_sp_BL107	0	0	0	5.10643	0	0	0	0	0	2.29001	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Synechococcus.s__Synechococcus_sp_CC9902	0	0	0	6.78697	0	0	0	0	0	4.29695	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	21.3495	42.5723	0	42.8208	101.559	0	0	66.5343	35.2601	11.1835	53.9341	0	0	22.4454
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Synechococcus.s__Synechococcus_sp_BL107	0	0	0	3.0697	0	0	0	0	0	1.54996	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Synechococcus.s__Synechococcus_sp_CC9902	0	0	0	6.72494	0	0	0	0	0	3.52545	0	0	0	3.00195
ARO-PWY: chorismate biosynthesis I	48.9766	54.7335	0	42.7929	113.796	57.3519	0	79.4025	19.9674	9.41168	49.9129	0	0	9.71678
ARO-PWY: chorismate biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	0	8.46931	0	2.90527	0	0	0	0	0	0	8.96585	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	0	5.51799	0	5.39368	0	0	0	0	11.0196	3.02526	11.5877	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0	7.13111	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	117.5	154.345	0	103.365	297.382	60.8497	110.86	225.473	48.6576	41.1684	127.016	100.463	0	60.1629
