Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR8039471	metatranscriptome from large size class of marine ESP drift track: 09/17 6pm	Illumina HiSeq 2000	26246	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039471/SRR8039471.sra	SRR8039471.sra	SRR8039471_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8039471/SRR8039471_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/001/SRR8039471/SRR8039471_1.fastq.gz	SRR8039471_1.fastq.gz	SRR8039471_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6pm_1.fastq.gz
SRR8039471	metatranscriptome from large size class of marine ESP drift track: 09/17 6pm	Illumina HiSeq 2000	26246	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039471/SRR8039471.sra	SRR8039471.sra	SRR8039471_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8039471/SRR8039471_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/001/SRR8039471/SRR8039471_2.fastq.gz	SRR8039471_2.fastq.gz	SRR8039471_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6pm_2.fastq.gz
SRR8039456	metatranscriptome from large size class of marine ESP drift track: 09/16 6am	Illumina HiSeq 2000	32805	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039456/SRR8039456.sra	SRR8039456.sra	SRR8039456_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8039456/SRR8039456_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/006/SRR8039456/SRR8039456_1.fastq.gz	SRR8039456_1.fastq.gz	SRR8039456_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6am_1.fastq.gz
SRR8039456	metatranscriptome from large size class of marine ESP drift track: 09/16 6am	Illumina HiSeq 2000	32805	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039456/SRR8039456.sra	SRR8039456.sra	SRR8039456_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8039456/SRR8039456_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/006/SRR8039456/SRR8039456_2.fastq.gz	SRR8039456_2.fastq.gz	SRR8039456_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6am_2.fastq.gz
SRR8039457	metatranscriptome from large size class of marine ESP drift track: 09/16 10am	Illumina HiSeq 2000	33621	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039457/SRR8039457.sra	SRR8039457.sra	SRR8039457_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8039457/SRR8039457_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/007/SRR8039457/SRR8039457_1.fastq.gz	SRR8039457_1.fastq.gz	SRR8039457_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_10am_1.fastq.gz
SRR8039457	metatranscriptome from large size class of marine ESP drift track: 09/16 10am	Illumina HiSeq 2000	33621	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039457/SRR8039457.sra	SRR8039457.sra	SRR8039457_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8039457/SRR8039457_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/007/SRR8039457/SRR8039457_2.fastq.gz	SRR8039457_2.fastq.gz	SRR8039457_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_10am_2.fastq.gz
SRR8039455	metatranscriptome from large size class of marine ESP drift track: 09/16 6pm	Illumina HiSeq 2000	21839	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039455/SRR8039455.sra	SRR8039455.sra	SRR8039455_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8039455/SRR8039455_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/005/SRR8039455/SRR8039455_1.fastq.gz	SRR8039455_1.fastq.gz	SRR8039455_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6pm_1.fastq.gz
SRR8039455	metatranscriptome from large size class of marine ESP drift track: 09/16 6pm	Illumina HiSeq 2000	21839	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039455/SRR8039455.sra	SRR8039455.sra	SRR8039455_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8039455/SRR8039455_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/005/SRR8039455/SRR8039455_2.fastq.gz	SRR8039455_2.fastq.gz	SRR8039455_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_6pm_2.fastq.gz
SRR8039450	metatranscriptome from large size class of marine ESP drift track: 09/17 10am	Illumina HiSeq 2000	32555	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039450/SRR8039450.sra	SRR8039450.sra	SRR8039450_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8039450/SRR8039450_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/000/SRR8039450/SRR8039450_1.fastq.gz	SRR8039450_1.fastq.gz	SRR8039450_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_10am_1.fastq.gz
SRR8039450	metatranscriptome from large size class of marine ESP drift track: 09/17 10am	Illumina HiSeq 2000	32555	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039450/SRR8039450.sra	SRR8039450.sra	SRR8039450_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8039450/SRR8039450_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/000/SRR8039450/SRR8039450_2.fastq.gz	SRR8039450_2.fastq.gz	SRR8039450_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_10am_2.fastq.gz
SRR8039454	metatranscriptome from large size class of marine ESP drift track: 09/16 2pm	Illumina HiSeq 2000	27848	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039454/SRR8039454.sra	SRR8039454.sra	SRR8039454_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_2pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8039454/SRR8039454_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/004/SRR8039454/SRR8039454_1.fastq.gz	SRR8039454_1.fastq.gz	SRR8039454_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_2pm_1.fastq.gz
SRR8039454	metatranscriptome from large size class of marine ESP drift track: 09/16 2pm	Illumina HiSeq 2000	27848	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039454/SRR8039454.sra	SRR8039454.sra	SRR8039454_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_2pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8039454/SRR8039454_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/004/SRR8039454/SRR8039454_2.fastq.gz	SRR8039454_2.fastq.gz	SRR8039454_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_16_2pm_2.fastq.gz
SRR8039451	metatranscriptome from large size class of marine ESP drift track: 09/18 2am	Illumina HiSeq 2000	79106	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039451/SRR8039451.sra	SRR8039451.sra	SRR8039451_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8039451/SRR8039451_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/001/SRR8039451/SRR8039451_1.fastq.gz	SRR8039451_1.fastq.gz	SRR8039451_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2am_1.fastq.gz
SRR8039451	metatranscriptome from large size class of marine ESP drift track: 09/18 2am	Illumina HiSeq 2000	79106	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039451/SRR8039451.sra	SRR8039451.sra	SRR8039451_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8039451/SRR8039451_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/001/SRR8039451/SRR8039451_2.fastq.gz	SRR8039451_2.fastq.gz	SRR8039451_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2am_2.fastq.gz
SRR8039449	metatranscriptome from large size class of marine ESP drift track: 09/17 6am	Illumina HiSeq 2000	99244	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039449/SRR8039449.sra	SRR8039449.sra	SRR8039449_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8039449/SRR8039449_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/009/SRR8039449/SRR8039449_1.fastq.gz	SRR8039449_1.fastq.gz	SRR8039449_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6am_1.fastq.gz
SRR8039449	metatranscriptome from large size class of marine ESP drift track: 09/17 6am	Illumina HiSeq 2000	99244	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039449/SRR8039449.sra	SRR8039449.sra	SRR8039449_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8039449/SRR8039449_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/009/SRR8039449/SRR8039449_2.fastq.gz	SRR8039449_2.fastq.gz	SRR8039449_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_17_6am_2.fastq.gz
SRR8039428	metatranscriptome from large size class of marine ESP drift track: 09/18 6am	Illumina HiSeq 2000	50133	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039428/SRR8039428.sra	SRR8039428.sra	SRR8039428_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8039428/SRR8039428_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/008/SRR8039428/SRR8039428_1.fastq.gz	SRR8039428_1.fastq.gz	SRR8039428_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_6am_1.fastq.gz
SRR8039428	metatranscriptome from large size class of marine ESP drift track: 09/18 6am	Illumina HiSeq 2000	50133	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039428/SRR8039428.sra	SRR8039428.sra	SRR8039428_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_6am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8039428/SRR8039428_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/008/SRR8039428/SRR8039428_2.fastq.gz	SRR8039428_2.fastq.gz	SRR8039428_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_6am_2.fastq.gz
SRR8039427	metatranscriptome from large size class of marine ESP drift track: 09/18 10am	Illumina HiSeq 2000	23332	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039427/SRR8039427.sra	SRR8039427.sra	SRR8039427_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8039427/SRR8039427_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/007/SRR8039427/SRR8039427_1.fastq.gz	SRR8039427_1.fastq.gz	SRR8039427_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_10am_1.fastq.gz
SRR8039427	metatranscriptome from large size class of marine ESP drift track: 09/18 10am	Illumina HiSeq 2000	23332	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039427/SRR8039427.sra	SRR8039427.sra	SRR8039427_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_10am.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8039427/SRR8039427_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/007/SRR8039427/SRR8039427_2.fastq.gz	SRR8039427_2.fastq.gz	SRR8039427_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_10am_2.fastq.gz
SRR8039426	metatranscriptome from large size class of marine ESP drift track: 09/18 2pm	Illumina HiSeq 2000	47260	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039426/SRR8039426.sra	SRR8039426.sra	SRR8039426_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8039426/SRR8039426_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/006/SRR8039426/SRR8039426_1.fastq.gz	SRR8039426_1.fastq.gz	SRR8039426_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2pm_1.fastq.gz
SRR8039426	metatranscriptome from large size class of marine ESP drift track: 09/18 2pm	Illumina HiSeq 2000	47260	1556834400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR803/SRR8039426/SRR8039426.sra	SRR8039426.sra	SRR8039426_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2pm.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8039426/SRR8039426_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR803/006/SRR8039426/SRR8039426_2.fastq.gz	SRR8039426_2.fastq.gz	SRR8039426_metatranscriptome_from_large_size_class_of_marine_ESP_drift_track_09_18_2pm_2.fastq.gz
